Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,cleaned_text
5392,3,0,0,3,2,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird,need start mcbob williams shoot let play bird
5393,3,0,2,1,1,@YungIll314 everybody in Dot Mob/O-Red/Mickey Factz when you battled Clips he wore some ancient hong kong shit + 2 different colored hi-tops,everybody dot moboredmickey factz battled clip wore ancient hong kong shit different colored hitops
5394,3,0,3,0,1,"@YungIll314 my lifestyles raw dog, one magnum will put a dickhead in the hole, and that was cumin out of the pussy lips",lifestyle raw dog one magnum put dickhead hole cumin pussy lip
5395,3,0,3,0,1,@YungOBG hoe meter went off!,hoe meter went
5396,3,2,1,0,0,@YungRajee Shit ill pay the premium to get away from these anything ass hoes,shit ill pay premium get away anything as hoe
5397,3,0,3,0,1,@YungRetweet bitch,bitch
5398,3,0,3,0,1,@Yung_Messiah @NoMeek_JustMilz swear to god log on later. I'm posting the score on every social network you bitch ass nigga,swear god log later im posting score every social network bitch as nigga
5399,3,0,3,0,1,@Yung_Messiah nah he pussy he won't,nah pussy wont
5400,3,1,2,0,1,@YvngHerbo @PRAYINFORGEMS sup fat bitch,sup fat bitch
5401,6,0,6,0,1,@ZELNO96 Someone told me cuz some ppl like to use it as bitch some females don't like being calles female but meh *shrugs*,someone told cuz ppl like use bitch female dont like calles female meh shrug
5402,6,0,6,0,1,@ZELNO96 one sick bitch,one sick bitch
5403,3,0,0,3,2,@ZP3_ the little girl Tom Sawyer gets trapped in the cave along with Injun Joe and almost die. injun Joe dies and they find his treasure,little girl tom sawyer get trapped cave along injun joe almost die injun joe dy find treasure
5404,3,1,2,0,1,@ZRexxx @SlowDollaz we take your bitch then recieve head from your mom,take bitch recieve head mom
5405,3,0,2,1,1,@Z_MEGA fasho fasho .. Hurry ya ass up nicca,fasho fasho hurry ya as nicca
5406,3,0,3,0,1,"@Z_M_G_ &#128514;&#128514;&#128514;&#128514;&#128514; wow. I love how you called yourself a slut, but no really. You wouldn't ever cheat on a girl, bitches are so dumb.",wow love called slut really wouldnt ever cheat girl bitch dumb
5407,3,0,3,0,1,@Z_M_G_ thirsty hoes &#128129;,thirsty hoe
5408,3,0,2,1,1,@ZachFulton72 they got some cold white hoes in Knoxville tho don't they? right there on the strip? Boaaa,got cold white hoe knoxville tho dont right strip boaaa
5409,3,1,2,0,1,@ZachIrving I called people kikes and a lot of fucks,called people kike lot fuck
5410,6,0,6,0,1,@Zach_Dorsey thirsty hoe,thirsty hoe
5411,3,0,3,0,1,@Zach_Thein you pussy,pussy
5412,3,0,2,1,1,@ZakSitton lol cracker,lol cracker
5413,3,0,3,0,1,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that,like pussy would ashamed
5414,3,1,2,0,1,@ZaneIsClasker Photoshop putting my head on fags is not proof.,photoshop putting head fag proof
5415,3,2,1,0,0,@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,fuck r u talking told u going tell u nigga love white bitch gtf bro
5416,3,0,3,0,1,@ZayCoolAF #yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit,got ta least drop bitch like month interval shit
5417,3,0,3,0,1,@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat,im jus tryn figure dem niccas together like dat
5418,3,0,3,0,1,@Zedd finger my throbbing pussy flaps,finger throbbing pussy flap
5419,3,0,3,0,1,@Zell_GotDaLOUD bitch tryna get in for free promoting n shit lmaooo I see you in tha cut,bitch tryna get free promoting n shit lmaooo see tha cut
5420,3,0,3,0,1,@Zhugstubble eat bitch,eat bitch
5421,3,0,3,0,1,@Zhugstubble meet up eat bitch,meet eat bitch
5422,3,0,3,0,1,@Zhugstubble meet up so I can Molly whoop yo bitch ass,meet molly whoop yo bitch as
5423,3,1,2,0,1,"@Zhugstubble naw nigga what's up with em hands, what happened to the shit you was talking a couple a month's ago, eat bitch",naw nigga whats em hand happened shit talking couple month ago eat bitch
5424,3,0,3,0,1,@ZigzagsxKush Katy and clear lake hoes,katy clear lake hoe
5425,3,0,3,0,1,@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;,supposed attract bitch tutu though
5426,3,0,3,0,1,@ZitlalyL You will and he's gonna get all dem bitches &#128513;,he gon na get dem bitch
5427,3,2,1,0,0,@Zohdaa fags,fag
5428,3,0,3,0,1,"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch",classic drunk carter text never fail hey stfu im coming oops im come fuck outside bitch
5429,6,4,2,0,0,@Zwaaad fag,fag
5430,3,0,3,0,1,@ZwengerSierra how about you @ me bitch,bitch
5431,3,0,3,0,1,@_2kkz lol bitch I'm indian!!!!!! You op,lol bitch im indian op
5432,6,0,6,0,1,@_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;,well least youre going somthing dont bitch even wrong thing
5433,3,3,0,0,0,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",aw drake sit corner cry listen lmfao pussy dick rider drake cock taste faggot
5434,6,2,4,0,1,@_Andsss cool cool fuck wit u too nicca,cool cool fuck wit u nicca
5435,6,0,6,0,1,@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;,thirsty as hoe go sleep
5436,3,0,1,2,2,@_BDOE bro u trash at that zombies,bro u trash zombie
5437,3,0,3,0,1,@_B_R_Y_C_E_ what happened to going fishing bitch?,happened going fishing bitch
5438,3,0,3,0,1,@_BaDa_Bing If it continues.. I turn pussy lol,continues turn pussy lol
5439,3,0,3,0,1,@_BatGangBitchh no hoe,hoe
5440,3,0,3,0,1,@_BeautifulKeezy @darwinjames125 point A ppint an bitch &#128514;&#128514;&#128514;&#128128;,point ppint bitch
5441,3,0,3,0,1,@_BeautifulKeezy bitch I died when I read that.,bitch died read
5442,3,0,3,0,1,@_BeautifulKeezy bitch Wea you going.,bitch wea going
5443,3,0,3,0,1,@_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;,lmfao bitch talking
5444,3,0,3,0,1,@_BeautifulKeezy yess bitch. Messyyy,yes bitch messyyy
5445,6,0,6,0,1,@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!,bitch cant hold real nigga fa long bruh ask mama pay ticket fa
5446,6,0,6,0,1,"@_BeverlyNoHills you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!",fucking nasty got held wrong pussy im telling bet ever kiss im breaking w u
5447,3,0,0,3,2,@_BradleyC skate 2 trash :(:( skate 3 had goat DLC,skate trash skate goat dlc
5448,3,0,3,0,1,@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :),ahh im much bitch live campus get lazy wouldnt want drive home
5449,3,3,0,0,0,@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,picture make look like serious fag lol
5450,3,0,3,0,1,@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.,lol possible hoe treat right way love right way hoe hoe
5451,3,0,3,0,1,"@_CaliStrong - lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got.",lol think right way amp wrong way love someone hoe may love got
5453,3,0,3,0,1,@_CharlieA_37 @sean_landez07 y'all's are all little punk ass bitches doe,yalls little punk as bitch doe
5454,3,0,3,0,1,"@_Corayma @LuivilleSluggah TF do I look like, delivery bitch or what ahaha",tf look like delivery bitch ahaha
5455,9,1,8,0,1,"@_DCorNothing_ @KyariesDa4 he should! I got tired of hearing how he can eat pussy 10,000 ways like damn &#128514;&#128514;",got tired hearing eat pussy way like damn
5456,3,0,0,3,2,@_DRACHEOFFICIAL I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol,ive tried always hit altf eat mega stuffed oreo cant figure program lol
5457,3,0,3,0,1,@_Dbankss orr why? Thts my lor bae tho wyd why u fucking up hoe?,orr thts lor bae tho wyd u fucking hoe
5458,3,0,2,1,1,@_Dingyyybritt_ look at what you just said lls new era Girl bye kill bitches w Kindness &amp;&amp; wht cousin?,look said lls new era girl bye kill bitch w kindness ampamp wht cousin
5459,3,1,2,0,1,@_Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi,said want dj mix track regardless use video gon dumb retarded reg versi
5460,3,0,2,1,1,"@_Dreamchasers2 ""aint nobody got no time fo dat"" (ghetto black lady voice)",aint nobody got time fo dat ghetto black lady voice
5461,3,0,3,0,1,@_Dukefan @KentuckyFanPage thats why we had 8 regular season losses...... #you #are #retarded,thats regular season loss
5462,3,0,3,0,1,@_EB_Games @BigBBrown Fuck all you hoes. lol,fuck hoe lol
5463,3,0,3,0,1,@_ElenaRaquel_ its swag bitch aha,swag bitch aha
5464,3,2,1,0,0,"@_GOLDwhippp faggots, old people, people who can't drive, drunk people",faggot old people people cant drive drunk people
5465,3,2,1,0,0,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit",fuck brett farve redneck as stuckup dont give damn lol campus acting like shit
5466,3,2,1,0,0,"@_IAMKEN you'll make the team, them niggas trash. Lol",youll make team nigga trash lol
5467,3,0,3,0,1,"@_IAmDriven_ @HDRealtor not even sure bro, Im ignoring these hurt bitches tonight...lol",even sure bro im ignoring hurt bitch tonightlol
5468,3,0,3,0,1,"@_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch",song ion kno referred future wife bitch
5469,3,0,3,0,1,@_InhaleLove_ bitches love some Alex from target &#128527;,bitch love alex target
5470,3,0,0,3,2,@_JaelynBeeee somebody looks like the die on the first tubes on flappy bird lol!,somebody look like die first tube flappy bird lol
5471,3,1,2,0,1,@_James_Kirby_ @mflury30 back off ya queer bag,back ya queer bag
5472,3,0,3,0,1,@_KaeeJones I gotta find them I know Cali got them hoes,got ta find know cali got hoe
5473,3,0,3,0,1,@_KaeeJones lmaooo boy thought he wS all type of right spelling that hoe,lmaooo boy thought w type right spelling hoe
5474,3,0,3,0,1,@_KaeeJones the bird gone run from your ass,bird gone run as
5475,3,0,0,3,2,"@_Lakers4Life24 Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey.",tracy morgan sad comparison come try dwight howard accurate stupid monkey
5476,3,1,2,0,1,@_Leeyoo @GoldFlacko niggah I'm not yo lil bro the fuck,niggah im yo lil bro fuck
5477,3,0,3,0,1,@_Leeyoo what niggah,niggah
5478,3,0,3,0,1,"@_LezzzBeHonest 
I'm colored. Ain't supposed to be no good influence",im colored aint supposed good influence
5479,3,0,3,0,1,"@_LezzzBeHonest 
Me bitch!",bitch
5480,3,0,3,0,1,@_LifeOfSin theeepp that's my bitch,theeepp thats bitch
5481,3,0,0,3,2,"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg",derrrrrrr st song actually good compared trash shes showman omg
5482,3,0,3,0,1,@_LrAnderson that hoe over that,hoe
5483,3,0,3,0,1,@_Maniac_Mind_ @Marcfoor4 stfu with that what I'm gonna do and just fuck oh pussy ads nigga,stfu im gon na fuck oh pussy ad nigga
5484,3,1,2,0,1,@_Maniac_Mind_ @jet_life12 @Nick_504_ Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga,bitch u one steady talking stfu bout shit hoe as nigga
5485,3,0,3,0,1,"@_Maniac_Mind_ @jet_life12 @Nick_504_ I said I was from where stop putting words in my mouth, that's something a bitch would do",said stop putting word mouth thats something bitch would
5486,3,0,3,0,1,@_Maniac_Mind_ I don't got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here.,dont got beef tell yo boy alex stop acting like bitch bring duck as
5487,3,0,3,0,1,"@_MariaPetrova @markkelly1983 @MissStef0318 @SamHarrisOrg Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops.",ok rightwing teabaggers gun nut like harris hell even fucking cop
5488,3,0,3,0,1,@_Marzzz nigger,nigger
5489,3,0,3,0,1,@_MckenzieNoel miss you bitch,miss bitch
5490,3,1,2,0,1,@_MostDope95_ Jenny says you're an evil bitch.,jenny say youre evil bitch
5491,3,2,1,0,0,@_Nadiaxo fags,fag
5492,3,0,3,0,1,@_NoLackingg I kinda figured a lil bit when u said bitch u cute,kinda figured lil bit u said bitch u cute
5493,3,0,2,1,1,@_PRAWDA_ dying? oh bitch. exit my mentions. her last era was huge. #1 album. #1 tour. golden globe (cont) http://t.co/gkuJXIaDep,dying oh bitch exit mention last era huge album tour golden globe cont
5494,3,0,3,0,1,"@_Perarl bitch all these thick bitches with they ass out on TV , do what you want",bitch thick bitch as tv want
5495,3,0,3,0,1,"@_Perarl he needs to date a grandma , I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork",need date grandma im turnt lil pussy as bro called lil baby name like lame amp dork
5496,3,0,3,0,1,@_Rachel_Robbins is the realest bitch out here rt,realest bitch rt
5498,3,0,3,0,1,@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?,dont send box droided da mile nigga got da dro droid na drum fo pussy boy yeer
5499,3,0,3,0,1,@_RenaissanceJay get the loredo steak. Out dat bitch if u ballin,get loredo steak dat bitch u ballin
5500,3,0,3,0,1,@_RenaissanceJay nigga stop hatin bitches be feelin coolio b. N two if u think dem bitch made niggas got yo back u smokin big worm shit,nigga stop hatin bitch feelin coolio b n two u think dem bitch made nigga got yo back u smokin big worm shit
5501,3,0,3,0,1,@_RenaissanceJay pussy,pussy
5502,3,0,3,0,1,@_ReneashaC @RishaaWilliams Hoe yu erbody bitch &#128514;&#9996;,hoe yu erbody bitch
5503,3,0,3,0,1,@_RichHomieKevin go to sleep niggah lol,go sleep niggah lol
5504,3,0,3,0,1,@_Saltlife13 Lol chill pussy,lol chill pussy
5505,3,1,2,0,1,@_Saltlife13 Long story lol but I've missed you faggot,long story lol ive missed faggot
5506,3,0,2,1,1,@_SiNCERE18 ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .,lmao hoe extra sensitive via text swear hear tone every letter start using punctuation
5507,3,2,1,0,0,"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP",dont problem zak seem like faggot
5508,3,0,0,3,2,@_SparkleLikeZen saves you a brownie*,save brownie
5509,3,0,3,0,1,@_SqueezeMeBaby don't tell the dumb hoes that,dont tell dumb hoe
5510,3,0,3,0,1,@_StarrHall_ @Rene_gadeCowboy I am absolutely speechless.That bitch is CRAZY.,absolutely speechlessthat bitch crazy
5511,3,0,3,0,1,@_TajMahal_ @_El_Padrino__ @AbellaXXX I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol,im lmao fa real cuz really saw throw dat bitch circle lol
5512,3,0,3,0,1,@_That_Vibe_ bitch I'm Gretchen Weiners I do what I want,bitch im gretchen weiners want
5513,3,0,3,0,1,@_TheBlackNerd wyd fag,wyd fag
5514,3,1,2,0,1,@_TheCrownedHead &#128548;&#128514;&#128514;&#128514;&#128514; bitch,bitch
5515,3,2,1,0,0,@_TriggaPlease_ @kanyewest he's a faggot,he faggot
5516,3,1,2,0,1,@_TriggaPlease_ nigger hello?,nigger hello
5517,3,2,1,0,0,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore,thats true idk even convo dumb nigger attention whore
5518,3,0,3,0,1,@_TurnDownDre @kushdaddycorr I can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch,smell fried chicken as mile away boi clean nasty as ear ratchet bitch
5519,3,2,1,0,0,@_TurnDownDre @kushdaddycorr lmao you stupid nigger,lmao stupid nigger
5520,3,0,3,0,1,@_VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;,yuhh im finna hit hoe
5521,3,0,3,0,1,@_WORDtotheWISE how many times did you listen to that pussy song today?,many time listen pussy song today
5522,3,0,3,0,1,@_WORDtotheWISE some hoe shit,hoe shit
5523,3,0,2,1,1,@_WORDtotheWISE you must have sent a bird call because I didn't get shit,must sent bird call didnt get shit
5524,3,2,1,0,0,@_XoXoKelsey_ hell naw fuck them bitches serves them right,hell naw fuck bitch serf right
5525,3,0,3,0,1,@_YdotM really thou im looking like Hulk Hogan in this bitch,really thou im looking like hulk hogan bitch
5526,3,0,3,0,1,"@__0utcast___ but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me",said oh nah ur dude im getting heartless bitch met
5527,3,0,3,0,1,@__Black_Jesus bitch u know what I mean spell champ these nuts,bitch u know mean spell champ nut
5528,3,2,1,0,0,@__Black_Jesus yea I forgot I was talkin to a degenerate faggot,yea forgot talkin degenerate faggot
5529,3,0,3,0,1,@__C_h_i_n_g__ your daughter can date this little fag bag @Bekkalina13 @PimpSlapnCow http://t.co/4SabX0mcus,daughter date little fag bag
5530,6,0,6,0,1,@__DatTootieGurl that hoe can't cook,hoe cant cook
5531,3,0,3,0,1,@__Dutch bitch stop hating on such an immaculate suit.,bitch stop hating immaculate suit
5532,3,0,2,1,1,@__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.,birthday hath already passed little fanfare enjoy day blessed bitch
5533,3,0,3,0,1,@__MotoMoto you a real bitch for that,real bitch
5534,3,0,3,0,1,"@__NikesNshiT you better. And ima let that bitch slide right now, just be on standby. &#128536;&#128514;",better ima let bitch slide right standby
5535,3,0,3,0,1,@__TaeSavage pussy,pussy
5536,3,0,3,0,1,"@__Trail__ take like TAMU... bitches jumped to 6 after beating SC, which ain't that good... @thejournalist44 @That1guyJeff",take like tamu bitch jumped beating sc aint good
5537,3,0,3,0,1,@___AsiaJ lol my bro said it about a bitch but it can be about u,lol bro said bitch u
5538,3,2,1,0,0,@_____0__o______ faggot,faggot
5539,3,0,3,0,1,@___kd_ i need 2 of the bitches,need bitch
5540,3,0,3,0,1,@__angieex3 Ik you were pussy,ik pussy
5541,3,0,3,0,1,"@__baabyshaay okaaaaay bitch never do we care , edges still laid. &#128514;",okaaaaay bitch never care edge still laid
5542,4,3,1,0,0,@__hannerr__ you're a faggot,youre faggot
5543,6,2,3,1,1,@__kiante im askin you negro lol,im askin negro lol
5544,3,0,3,0,1,@_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p,dont cry im bitch pissed cop trying charge hole bunch bullshit p
5545,3,2,1,0,0,@_angelaaau hey fag i &lt;3 you,hey fag lt
5546,3,0,3,0,1,@_asheyk pussy,pussy
5547,3,0,3,0,1,@_bradleey LMFAOOOO yooo I lost my elevator pass &#128557;&#128557; now I can't even share it ...bitch wants me to go get another one &#128530;even tho she knows me,lmfaoooo yooo lost elevator pas cant even share bitch want go get another one even tho know
5548,3,0,3,0,1,@_bradleey SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;,like bitch struggle use stair let ppl get
5549,3,2,1,0,0,"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me",man bitch gon na damn thang u dont like got say unfollow
5550,3,1,2,0,1,@_cblaze @kieffer_jason ask your boy Jason keiffer is he still tryna to get his one on one and y he block me #pussy boy,ask boy jason keiffer still tryna get one one block boy
5551,3,0,3,0,1,@_cblaze sorry i eat pussy,sorry eat pussy
5552,3,0,3,0,1,@_chrisbrownn14 fuck bitches get money,fuck bitch get money
5553,3,0,0,3,2,@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before,know samklef said wasnt lie man guy think beast naija pop music trash wizkid
5554,3,0,3,0,1,@_dinora_e jk i would be a bitch if i got them done !,jk would bitch got done
5555,3,3,0,0,0,@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;,nope im stuck house full fucking nigger help escape
5556,3,1,2,0,1,@_elennamichelle only when ur around me &#128523; gotta keep dat scent to keep filthy niggers away,ur around got ta keep dat scent keep filthy nigger away
5557,3,0,3,0,1,"@_fckwatchuthink @Huntermoore or you know, you could just go drink bleach bitch",know could go drink bleach bitch
5558,3,0,3,0,1,"@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk",haha nigga coco cant wait fuckkk like hunna hoe summer haha jk
5559,3,0,3,0,1,@_fullawhite rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe,rt wey went job interview high bitch straight stanking like dank haha eye red hoe
5560,3,0,3,0,1,@_iGotHer ; bitch dont talk at me like that bro.,bitch dont talk like bro
5561,3,0,0,3,2,@_icantmiss Boys still got birds in the cage? Lol,boy still got bird cage lol
5562,3,0,3,0,1,@_icantmiss send that hoe &#128514;&#128514;,send hoe
5563,3,0,3,0,1,@_illionaire he been taking them hoe lol,taking hoe lol
5564,3,2,1,0,0,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,shut nigger
5565,3,1,2,0,1,@_justlexis lol whatever. We're fags.,lol whatever fag
5566,3,0,3,0,1,@_lexisperez he ate my pussy i could..,ate pussy could
5567,3,0,3,0,1,@_littlepuffin I just saw a bad bitch on here from mf Switzerland and feel in love,saw bad bitch mf switzerland feel love
5568,3,0,3,0,1,@_littlepuffin hoe *,hoe
5569,3,0,3,0,1,@_lostb0y I meant bitch I am scum,meant bitch scum
5570,3,1,2,0,1,"@_lostb0y do you, bitch boy?",bitch boy
5571,6,0,6,0,1,@_lostb0y no bitch w my dick,bitch w dick
5572,3,0,3,0,1,@_lynnogawa @ that bitch,bitch
5573,3,1,2,0,1,@_michellecole_ nice hoodie faggot,nice hoodie faggot
5575,3,2,1,0,0,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches,status report making pit stop canada rape bitch
5576,3,0,3,0,1,@_noWashington he liked that hoe,liked hoe
5577,3,0,3,0,1,@_noWashington what that hoe was like,hoe like
5578,3,0,3,0,1,@_puderbaugh don't be a bitch. Get two.,dont bitch get two
5579,3,0,3,0,1,"@_queenveronica haha yolo, did ya hit that hoe?",haha yolo ya hit hoe
5580,3,0,3,0,1,@_reathie man bring yo bitch ass here ion give a dam bout yo mf attitude,man bring yo bitch as ion give dam bout yo mf attitude
5581,3,0,3,0,1,@_reathie u better sit yo ass in that bitch til 330,u better sit yo as bitch til
5582,3,0,0,3,2,@_shegotthis yellow rice black beans and pork chop sis,yellow rice black bean pork chop si
5583,3,0,0,3,2,@_spenceyy @5SOS not scanger,scanger
5584,3,1,2,0,1,"@_tee13 @SoftestMuffin @TorahBlaze After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey",spread filth ur white dog amp good ol boy ltao fuckin monkey
5585,3,1,2,0,1,@_tee13 @SoftestMuffin @TorahBlaze u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like,u lost puppy dont know shit leave nigger alone u learn something besides like
5586,3,0,3,0,1,@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit,let one dingy real nigger dog catch miss torah dont want thot shit
5587,4,0,4,0,1,@_theDarius bitch get that job first.,bitch get job first
5588,3,0,3,0,1,@_theDarius bitch just be looking for my shit.,bitch looking shit
5589,3,0,3,0,1,@_theDarius bitch.,bitch
5590,3,0,3,0,1,@_theDarius boy I was clean in them bitches.,boy clean bitch
5591,3,1,2,0,1,@_thecrave only if it's funny tweets about ashy niggers,funny tweet ashy nigger
5592,3,0,3,0,1,@_tiffanycarter bitch... Im mad at you for slapping me &#9995;,bitch im mad slapping
5593,3,0,3,0,1,@_tiffnasty bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here,bitch great valuable pussy always make use protection many nasty dick nigga
5594,3,1,2,0,1,@_tiffnasty some niggas didnt desrve to have that bitch in the first place,nigga didnt desrve bitch first place
5595,3,0,3,0,1,"@_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents",yes love make em masturbate voice bitch love southern accent
5596,3,0,3,0,1,"@_ton3zz life aint shit but bitches and money, i passed that weed like i studied",life aint shit bitch money passed weed like studied
5597,3,0,3,0,1,@_tonydennis it's trash ik just wanted to fuck with Dorsey,trash ik wanted fuck dorsey
5598,3,0,3,0,1,@_travvv's pussy. http://t.co/aXm9PCw95T,pussy
5599,3,0,3,0,1,@_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;,let fuck hawt bitch foam glow
5600,3,2,0,1,0,"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot",woohoo new black kill cracker baby panther rescue
5601,3,2,1,0,0,"@_womanoverboard ""nigger""",nigger
5602,3,0,3,0,1,"@_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch",hurt imnot wtf fuck danielle bitch
5603,3,0,3,0,1,@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol,bitch get punched tf lol
5604,3,0,3,0,1,@_xpriceless_ @Casio_DatGuy bitch u got me fuckked up,bitch u got fuckked
5605,3,0,3,0,1,@_xpriceless_ bitch take dat shit down imediatly,bitch take dat shit imediatly
5606,4,0,4,0,1,@_xpriceless_ bitch u forcin it talkin about my family and shit watch out,bitch u forcin talkin family shit watch
5607,3,0,3,0,1,@_xpriceless_ bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u,bitch u got fuckked go suck lil action whamm like u always thursday friday didnt think ik u
5608,3,0,3,0,1,@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major,correction bitch yo illiterate as wan na eat pussy got center street boy dat u suck nun major
5609,3,0,3,0,1,@_xpriceless_ naw fuck u bitch and go suck up cartier,naw fuck u bitch go suck cartier
5610,3,0,3,0,1,@_xpriceless_ ok bitch damn I will I'm not even tierd my phone just dying,ok bitch damn im even tierd phone dying
5611,3,0,3,0,1,@_xxsarafina haha that hoe go hard rt,haha hoe go hard rt
5612,3,0,3,0,1,@aBartick the bitch in the purple shorts and Aqua beats,bitch purple short aqua beat
5613,3,0,3,0,1,@a_murda_ happy birthday bad bitch,happy birthday bad bitch
5614,3,0,3,0,1,@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?,knowww righttt dont even know use shit update status hoe
5615,3,1,2,0,1,"@aaryneliza im 60 n I hate elissa, a fake ass cunt",im n hate elissa fake as cunt
5616,3,2,1,0,0,@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,oh shut mouth talkin morning fag
5617,3,0,3,0,1,@aaymee29 no that's fucking retarded are you drinking tonight or not?,thats fucking retarded drinking tonight
5618,3,0,3,0,1,@abbey_kuck I just whooped your ass why you turnin pussy,whooped as turnin pussy
5619,3,0,3,0,1,@abbywiseman1 haha you were that bitch on our team &#128521;,haha bitch team
5620,3,0,3,0,1,@abdashcole @4x4_nation @NatalieSchroyer fuck a raptor. Have fun with that when the tranny fails on you after 70k miles,fuck raptor fun tranny fails k mile
5621,3,0,1,2,2,@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-),come guy whose sole qualification cm lucky sperm
5622,3,0,3,0,1,@actionLLJackson unless bitch is a word for awesome they are wrong,unless bitch word awesome wrong
